,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,pop2026
932,1947,NC,True,"Winston-Salem, NC HUD Metro FMR Area",Davie County,2p3c,12473.1924,11238.01536,15436.4544,15382.26,8591.50632,14516.4384,8634.68772,86272.5588,74546.546875,
933,1947,NC,True,"Winston-Salem, NC HUD Metro FMR Area",Davie County,1p1c,9262.27224,4694.15664,11970.3288,6575.91288,5056.96476,8150.3826,6074.54292,51784.5588,74546.546875,
934,1536,MO,False,"Daviess County, MO",Daviess County,2p2c,7944.0,9024.624,14575.854,15870.5952,6148.40184,9059.89968,6352.33596,68975.7132,62312.9375,
935,1029,KY,True,"Owensboro, KY MSA",Daviess County,2p0c,7688.40672,4964.49792,12251.3508,12794.9604,4584.64632,0.0,7413.87528,49697.736,67418.3203125,
936,821,IA,False,"Davis County, IA",Davis County,1p0c,6228.0,2718.28272,11877.37428,4710.69,3241.5912,0.0,5427.17976,34203.1176,82354.53125,386550.0
937,2812,UT,True,"Ogden-Clearfield, UT HUD Metro FMR Area",Davis County,2p2c,13423.7196,9294.46368,15479.862,12419.0364,8231.69388,16589.316,10379.66376,85817.754,94278.03125,386550.0
938,2408,SD,False,"Davison County, SD",Davison County,2p3c,11664.0,11713.89336,14554.2672,22534.272,8470.7322,13649.04,6378.14868,88964.3556,72234.1328125,
939,2408,SD,False,"Davison County, SD",Davison County,1p1c,9264.0,4892.9322,11746.66476,9677.65284,5129.61516,5635.014,4425.50388,50771.3844,72234.1328125,
940,1699,NE,False,"Dawes County, NE",Dawes County,2p3c,11124.0,11201.41044,14371.3812,27351.3132,8089.377,18074.4216,11648.41404,101860.3128,73674.765625,
941,1699,NE,False,"Dawes County, NE",Dawes County,1p1c,8940.0,4678.8666,11131.87428,11743.33452,4934.65248,6578.34156,6024.2772,54031.3476,73674.765625,
942,1631,MT,False,"Dawson County, MT",Dawson County,2p4c,14928.0,15678.9036,15334.8564,20093.0796,11090.0874,19039.0428,12729.1476,108893.1216,71963.046875,
943,1631,MT,False,"Dawson County, MT",Dawson County,2p1c,12000.0,8285.7708,14569.1436,12543.1908,7350.33468,7573.97976,9388.16376,71710.5816,71963.046875,
944,2409,SD,False,"Day County, SD",Day County,2p3c,11952.0,11787.10476,15547.2936,22534.272,8601.6138,13159.3932,6589.80468,90171.48,62263.65234375,
945,2409,SD,False,"Day County, SD",Day County,1p1c,8628.0,4923.51312,12467.9976,9677.65284,4910.24748,5432.86344,4361.70708,50401.98,62263.65234375,
946,1829,NM,False,"De Baca County, NM",De Baca County,2p3c,13632.0,11238.01536,16406.1924,14309.238,9011.38692,16302.8772,8474.71872,89374.4292,57046.34765625,
947,1829,NM,False,"De Baca County, NM",De Baca County,1p1c,10020.0,4694.15664,13351.7904,6128.83956,5331.51888,8003.44332,5942.60928,53472.3576,57046.34765625,
948,1135,LA,True,"Shreveport-Bossier City, LA HUD Metro FMR Area",De Soto Parish,2p3c,9467.93772,11128.1982,15063.2232,20995.1604,7462.7922,9293.6946,6966.5076,80377.512,57833.921875,
949,1135,LA,True,"Shreveport-Bossier City, LA HUD Metro FMR Area",De Soto Parish,1p1c,7612.18584,4648.2858,11896.42308,8982.88032,4442.4522,5120.75208,5036.31624,47739.2964,57833.921875,
950,621,IL,True,"De Witt County, IL HUD Metro FMR Area",De Witt County,2p3c,11772.0,10871.95824,15561.8628,21360.078,8204.79936,16824.918,11054.85132,95650.4652,71244.2734375,
951,621,IL,True,"De Witt County, IL HUD Metro FMR Area",De Witt County,1p1c,8400.0,4541.25288,12517.6524,9104.4756,4689.12636,8905.53144,7262.4924,55420.5288,71244.2734375,
952,25,AL,False,"DeKalb County, AL",DeKalb County,1p0c,5016.0,3278.53968,11019.843,5686.79004,3005.439,0.0,5227.2012,33233.8128,50571.18359375,774827.0
953,25,AL,False,"DeKalb County, AL",DeKalb County,2p0c,5904.0,6010.65672,12943.1064,11373.58008,4317.15012,0.0,6713.79708,47262.2904,50571.18359375,774827.0
954,339,FL,False,"DeSoto County, FL",DeSoto County,1p0c,7464.0,3309.66504,10614.1494,5710.79004,3903.7236,0.0,4644.9804,35647.3092,43037.359375,199691.0
955,1439,MS,True,"Memphis, TN-MS-AR HUD Metro FMR Area",DeSoto County,2p2c,12334.6908,8874.71412,14717.9148,16888.014,7685.00388,9392.21772,8294.25804,78186.8148,81191.1328125,199691.0
956,2614,TX,False,"DeWitt County, TX",DeWitt County,2p3c,12636.0,9554.14452,15770.7828,19172.772,8040.3648,9652.79952,4713.74232,79540.6056,72567.8515625,
957,2614,TX,False,"DeWitt County, TX",DeWitt County,1p1c,9600.0,3990.798,12470.5236,8226.5208,4924.482,4921.674,3953.9454,48087.9432,72567.8515625,
958,2611,TX,False,"Deaf Smith County, TX",Deaf Smith County,2p3c,12936.0,11128.1982,14739.4176,19172.772,8719.40772,9723.74196,5057.68764,81477.2232,57188.05078125,
959,2611,TX,False,"Deaf Smith County, TX",Deaf Smith County,1p1c,10344.0,4648.2858,11294.8638,8226.5208,5432.29656,4957.84536,4123.09752,49026.9084,57188.05078125,
960,718,IN,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Dearborn County,2p3c,13062.6636,9700.56816,15518.016,16291.7112,8248.01664,21481.434,9452.0706,93754.476,80670.53125,
961,718,IN,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Dearborn County,1p1c,9618.48924,4051.9596,12476.688,6931.02024,4953.34272,10093.23996,6333.67608,54458.4144,80670.53125,
962,719,IN,False,"Decatur County, IN",Decatur County,1p3c,12756.0,7710.7434,13308.4752,12329.5536,7415.90844,15581.9988,7226.0706,76328.748,68130.9375,
963,914,KS,False,"Decatur County, KS",Decatur County,2p4c,11904.0,14200.6068,15616.9068,24851.9388,9458.72832,10119.69144,8247.29664,94399.1724,64818.39453125,
964,1632,MT,False,"Deer Lodge County, MT",Deer Lodge County,2p3c,11988.0,12189.7704,15252.87,18037.2096,8760.55956,17130.3912,10358.26536,93717.0648,52130.9296875,
965,1632,MT,False,"Deer Lodge County, MT",Deer Lodge County,1p1c,8808.0,5091.70788,11640.27252,7727.49756,5036.41224,6814.6926,6117.41784,51235.998,52130.9296875,
966,2090,OH,False,"Defiance County, OH",Defiance County,2p3c,12324.0,9517.53804,14858.8692,15957.9612,7914.05052,13809.798,6397.35132,80779.5708,72507.265625,
967,2090,OH,False,"Defiance County, OH",Defiance County,1p1c,8868.0,3975.50724,11432.03244,6857.55024,4653.70896,6917.97432,4585.56264,47290.3356,72507.265625,
968,194,CA,False,"Del Norte County, CA",Del Norte County,2p3c,16644.0,12775.4628,15935.7456,22225.9428,10659.83208,12946.2,10354.45308,101541.6324,58723.15625,
969,194,CA,False,"Del Norte County, CA",Del Norte County,1p1c,12000.0,5336.3544,12138.4008,9523.74168,6281.6448,7064.40312,5838.36732,58182.9144,58723.15625,
970,721,IN,True,"Muncie, IN MSA",Delaware County,1p0c,6744.0,2718.28272,9643.1916,4849.34988,3428.5584,0.0,4756.5744,32139.9576,61300.48828125,593570.0
971,721,IN,True,"Muncie, IN MSA",Delaware County,1p0c,6744.0,2718.28272,9643.1916,4849.34988,3428.5584,0.0,4756.5744,32139.9576,61300.48828125,248434.0
972,721,IN,True,"Muncie, IN MSA",Delaware County,2p0c,6936.0,4983.51852,11798.35032,9698.69976,4318.9116,0.0,5640.62112,43376.1,61300.48828125,593570.0
973,721,IN,True,"Muncie, IN MSA",Delaware County,2p0c,6936.0,4983.51852,11798.35032,9698.69976,4318.9116,0.0,5640.62112,43376.1,61300.48828125,248434.0
974,2612,TX,False,"Delta County, TX",Delta County,2p2c,8808.0,8275.07004,15666.1368,16848.2136,6189.8694,8154.61596,4526.5704,68468.478,63549.23828125,
975,1273,MI,False,"Delta County, MI",Delta County,2p0c,6996.0,5287.85592,12660.696,11797.37988,4450.92552,0.0,6628.21068,47821.0668,61237.8515625,
976,73,AK,False,"Denali Borough, AK",Denali Borough,2p3c,21684.0,11220.28632,14802.756,22309.7172,11922.5208,24247.986,12757.7808,118945.0428,107174.96875,
977,73,AK,False,"Denali Borough, AK",Denali Borough,1p1c,17436.0,4779.5694,12189.1908,9559.66548,8049.5772,11513.154,8333.45292,71860.6116,107174.96875,
978,1538,MO,False,"Dent County, MO",Dent County,2p3c,10332.0,10652.32248,14753.436,22953.1452,7603.44804,10209.88476,8061.12528,84565.3596,54957.78515625,
979,1538,MO,False,"Dent County, MO",Dent County,1p1c,7944.0,4449.51084,11699.67852,9857.27784,4490.658,4675.95852,5170.0506,48287.1324,54957.78515625,
980,2613,TX,True,"Dallas, TX HUD Metro FMR Area",Denton County,2p3c,21940.4712,11018.3796,14350.9956,15801.132,11942.29104,16206.8364,8559.53904,99819.6444,109886.8125,1107888.0
981,2613,TX,True,"Dallas, TX HUD Metro FMR Area",Denton County,1p1c,16989.4128,4602.41424,11097.405,6755.53716,7823.57076,8518.6926,6375.99612,62163.0288,109886.8125,1107888.0
982,261,CO,True,"Denver-Aurora-Lakewood, CO MSA",Denver County,2p3c,24953.7504,13324.554,14235.144,13863.2976,13869.7392,22845.3564,16527.4056,119619.246,90000.2734375,744323.0
983,261,CO,True,"Denver-Aurora-Lakewood, CO MSA",Denver County,1p1c,18321.486,5565.71076,9788.62644,5939.89236,8655.27324,12679.7916,9961.78932,70912.5708,90000.2734375,744323.0
984,824,IA,False,"Des Moines County, IA",Des Moines County,2p3c,13020.0,10030.02024,14491.1736,16293.06,8351.93112,12567.9024,8414.21856,83168.3088,68691.578125,
985,824,IA,False,"Des Moines County, IA",Des Moines County,1p1c,10320.0,4189.5732,10958.02512,7001.25,5257.39056,7569.4182,6408.05856,51703.7172,68691.578125,
986,2244,OR,True,"Bend-Redmond, OR MSA",Deschutes County,2p3c,21780.0,13031.706,15804.4776,17004.8472,12613.6536,21763.524,20643.0708,122641.272,79471.203125,216891.0
987,2244,OR,True,"Bend-Redmond, OR MSA",Deschutes County,1p1c,15216.0,5443.38684,11960.6352,7287.07548,7485.7104,10212.81516,11174.00388,68779.6284,79471.203125,216891.0
988,132,AR,False,"Desha County, AR",Desha County,2p3c,10572.0,10542.50388,13760.0448,16868.9688,7650.6174,10511.22144,6171.48408,76076.8416,42579.39453125,
989,132,AR,False,"Desha County, AR",Desha County,1p1c,7848.0,4403.63928,11557.62372,7238.58624,4439.25216,4904.99964,4601.7774,44993.8764,42579.39453125,
990,1701,NE,False,"Deuel County, NE",Deuel County,1p0c,5916.0,3288.91512,12532.3488,7878.69,3335.30388,0.0,6107.6796,39058.9368,58529.0859375,
991,2410,SD,False,"Deuel County, SD",Deuel County,2p2c,8628.0,9864.12372,16194.084,19355.3052,6700.42524,11402.1738,6268.35132,78412.4652,73570.03125,
992,2180,OK,False,"Dewey County, OK",Dewey County,1p0c,6960.0,3403.04112,12414.4584,5518.79004,3754.93872,0.0,6079.31832,38130.5484,67149.2890625,
993,2411,SD,False,"Dewey County, SD",Dewey County,2p2c,8628.0,9564.30252,14024.1216,19355.3052,6591.78804,10927.22532,5623.5546,74714.2968,51915.296875,
994,2615,TX,False,"Dickens County, TX",Dickens County,2p3c,11628.0,11238.01536,16208.016,19172.772,8285.25876,9280.93872,4926.85944,80739.8616,62251.328125,
995,2615,TX,False,"Dickens County, TX",Dickens County,1p1c,8808.0,4694.15664,13048.0512,8226.5208,4892.36352,4732.0734,4012.72668,48413.892,62251.328125,
996,2875,VA,False,"Dickenson County, VA",Dickenson County,2p3c,10932.0,10945.16892,15122.5836,18460.6872,7926.96096,12463.2792,8267.82792,84118.506,43765.37890625,
997,2875,VA,False,"Dickenson County, VA",Dickenson County,1p1c,8412.0,4571.83416,11912.2866,7921.15872,4704.55512,6784.03632,6098.08596,50403.9552,43765.37890625,
998,2028,ND,False,"Dickey County, ND",Dickey County,2p3c,10956.0,11457.65256,16314.432,16041.7356,8121.35088,13479.4032,5720.21076,82090.7868,84252.1015625,
999,2028,ND,False,"Dickey County, ND",Dickey County,1p1c,8808.0,4785.89976,12980.0292,6893.4756,4925.60592,6856.97832,4547.04312,49797.0288,84252.1015625,
1000,1274,MI,False,"Dickinson County, MI",Dickinson County,2p2c,9348.0,10073.99928,14581.4328,17559.0612,7037.3562,13778.8692,8998.8516,81377.5728,68626.890625,
1001,915,KS,False,"Dickinson County, KS",Dickinson County,2p0c,6540.0,5896.52964,13145.9352,11533.37988,4506.24504,0.0,6417.64452,48039.7356,65084.34375,
1002,2479,TN,True,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Dickson County,2p3c,13218.1644,10542.50388,15501.7356,19152.1176,8609.42724,12818.7408,5792.75796,85635.4452,65629.5859375,
1003,2479,TN,True,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Dickson County,1p1c,10280.79492,4403.63928,12625.8504,8192.53272,5320.74972,7795.39668,4898.49612,53517.4572,65629.5859375,
1004,74,AK,False,"Dillingham Census Area, AK",Dillingham Census Area,2p3c,20448.0,12267.5124,11683.2744,21346.3092,11854.12056,22628.556,11004.44532,111232.2192,57301.0,
1005,74,AK,False,"Dillingham Census Area, AK",Dillingham Census Area,1p1c,15324.0,5225.66196,9177.22776,9146.52984,7445.95308,10744.23564,6637.30884,63700.9164,57301.0,
1006,2362,SC,False,"Dillon County, SC",Dillon County,2p3c,10224.0,10213.05108,13611.5748,17706.7152,7405.14996,7680.40644,4228.35936,71069.256,42182.015625,
1007,2362,SC,False,"Dillon County, SC",Dillon County,1p1c,8148.0,4266.02532,11219.5086,7597.83468,4498.09092,4189.31256,3423.45708,43342.23,42182.015625,
1008,2616,TX,False,"Dimmit County, TX",Dimmit County,2p3c,12528.0,8895.23736,14775.702,19172.772,7762.48392,9561.09744,4251.28128,76946.5728,32214.61328125,
1009,2616,TX,False,"Dimmit County, TX",Dimmit County,1p1c,9492.0,3715.57068,11472.01536,8226.5208,4785.62364,4874.91792,3607.41396,46174.0632,32214.61328125,
1010,2876,VA,True,"Richmond, VA MSA",Dinwiddie County,2p3c,16650.6948,11311.22748,16584.9996,17644.1748,10131.7068,17782.08,12698.766,102803.6484,76677.2109375,
1011,2876,VA,True,"Richmond, VA MSA",Dinwiddie County,1p1c,12590.8692,4724.73744,12885.0288,7545.88476,6274.12716,9431.3796,8570.36352,62022.3924,76677.2109375,
1012,326,DC,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",District of Columbia,2p3c,24891.9204,15850.3608,9324.63576,19865.4816,14762.5344,48831.0852,30205.7196,163731.744,116607.390625,732102.0
1013,326,DC,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",District of Columbia,1p1c,19414.1592,6620.74872,6384.57864,8266.3206,9433.4736,19994.328,14165.3124,84278.9184,116607.390625,732102.0
1014,2029,ND,False,"Divide County, ND",Divide County,2p3c,13428.0,13361.1612,16752.1548,16041.7356,9706.77024,14049.582,7296.20292,90635.6076,91452.2109375,
1015,2029,ND,False,"Divide County, ND",Divide County,1p1c,9384.0,5581.00164,13515.6636,6893.4756,5422.41024,7147.029,5141.50008,53085.0816,91452.2109375,
1016,340,FL,False,"Dixie County, FL",Dixie County,2p3c,12324.0,11164.80396,14264.1504,21015.8124,8510.9202,11133.98952,5486.56236,83900.238,46576.828125,
1017,340,FL,False,"Dixie County, FL",Dixie County,1p1c,8808.0,4663.5762,11750.33496,9016.86768,4881.28344,5672.40972,4098.6756,48891.1464,46576.828125,
1018,1702,NE,True,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dixon County,2p3c,11135.41116,10871.95824,15879.4992,26595.9936,7974.13848,20867.4612,12830.5008,106154.9652,74658.46875,
1019,1702,NE,True,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dixon County,1p1c,8951.36424,4541.25288,12675.0672,11349.78072,4888.90728,7943.094,6679.42164,57028.8864,74658.46875,
1020,3030,WV,False,"Doddridge County, WV",Doddridge County,2p3c,11124.0,10322.86812,15205.8996,27717.7848,7771.04592,13956.9024,11908.16376,98006.6664,63626.25,
1021,3030,WV,False,"Doddridge County, WV",Doddridge County,1p1c,8928.0,4311.89652,12548.5164,11890.8582,4797.3366,6100.36776,7134.66792,55711.6404,63626.25,
1022,1355,MN,True,"Rochester, MN HUD Metro FMR Area",Dodge County,2p4c,12013.8192,15992.4804,17121.2568,23920.368,10147.78716,20525.3184,13202.5008,112923.5268,90183.0546875,
1023,1355,MN,True,"Rochester, MN HUD Metro FMR Area",Dodge County,2p1c,8418.8064,8451.48564,15117.4668,13488.1176,6112.77204,10659.32004,9019.719,71267.6892,90183.0546875,
1024,262,CO,False,"Dolores County, CO",Dolores County,2p3c,12876.0,13104.918,16740.9084,14099.802,9413.91216,13199.82,8693.49972,88128.8616,57438.59375,
1025,262,CO,False,"Dolores County, CO",Dolores County,1p1c,9000.0,5473.96836,13559.3556,6039.02748,5244.4896,7341.63792,5946.26952,52604.748,57438.59375,
1026,1830,NM,True,"Las Cruces, NM MSA",Dona Ana County,2p3c,12600.0,10762.13892,14591.4564,13109.3244,8465.0244,15400.5468,6843.32004,81771.8088,50962.40234375,
1027,1830,NM,True,"Las Cruces, NM MSA",Dona Ana County,1p1c,8808.0,4495.38168,10794.51264,5616.56832,4820.33976,7750.79004,4469.90628,46755.498,50962.40234375,
1028,916,KS,True,"St. Joseph, MO-KS MSA",Doniphan County,2p3c,11122.9578,10908.56256,15273.2832,20731.7676,7982.88864,15333.888,9083.77368,90437.1216,66211.796875,
1029,916,KS,True,"St. Joseph, MO-KS MSA",Doniphan County,1p1c,8291.47488,4556.54328,12157.9392,8835.0396,4655.34372,8096.72976,6181.5666,52774.6344,66211.796875,
1030,2617,TX,False,"Donley County, TX",Donley County,2p3c,12048.0,11384.43972,15492.042,19172.772,8490.49728,9325.79292,4948.5546,80862.0996,54550.1328125,
1031,2617,TX,False,"Donley County, TX",Donley County,1p1c,8808.0,4755.31824,12233.6364,8226.5208,4914.52476,4754.94288,3856.7304,47549.6724,54550.1328125,
1032,439,GA,False,"Dooly County, GA",Dooly County,2p3c,9672.0,11201.41044,13911.5052,17999.9268,7563.26004,8824.04076,6103.45308,75275.5956,53103.3359375,
1033,439,GA,False,"Dooly County, GA",Dooly County,1p1c,7776.0,4678.8666,11705.71656,7723.57176,4512.8892,4978.09164,5010.76572,46385.9004,53103.3359375,
1034,3091,WI,False,"Door County, WI",Door County,2p3c,12132.0,13031.706,15373.7268,17256.4692,9117.80352,17873.304,10422.93756,95207.9472,76052.8984375,
1035,3091,WI,False,"Door County, WI",Door County,1p1c,9744.0,5443.38684,11981.24052,7414.38576,5502.98952,8658.20724,6953.52324,55697.73,76052.8984375,
1036,1212,MD,False,"Dorchester County, MD",Dorchester County,1p0c,8976.0,3154.03824,10763.27268,3646.79004,4395.19152,0.0,5928.44124,36863.7336,70795.546875,184449.0
1037,2363,SC,True,"Charleston-North Charleston, SC MSA",Dorchester County,2p2c,13789.746,9594.28488,14530.014,13654.7748,8472.95652,11288.49096,8177.53932,79507.8048,80913.890625,184449.0
1038,440,GA,True,"Albany, GA MSA",Dougherty County,2p3c,11794.03716,11054.98608,13034.4144,18188.7096,8279.10204,11323.25172,7393.99224,81068.496,48077.0234375,
1039,440,GA,True,"Albany, GA MSA",Dougherty County,1p1c,9111.94116,4617.705,10064.44704,7779.39696,4974.79248,6346.28244,5479.12908,48373.6932,48077.0234375,
1040,1356,MN,False,"Douglas County, MN",Douglas County,1p4c,12156.0,10645.719,14042.3652,15101.2116,8261.96268,12667.4328,6085.01556,78959.7072,81914.0234375,616184.0
1041,1356,MN,False,"Douglas County, MN",Douglas County,1p4c,12156.0,10645.719,14042.3652,15101.2116,8261.96268,12667.4328,6085.01556,78959.7072,81914.0234375,411703.0
1042,1356,MN,False,"Douglas County, MN",Douglas County,1p4c,12156.0,10645.719,14042.3652,15101.2116,8261.96268,12667.4328,6085.01556,78959.7072,81914.0234375,156859.0
1043,1356,MN,False,"Douglas County, MN",Douglas County,2p2c,9000.0,8724.80352,14948.1684,13968.642,6422.39496,11275.32348,6302.81616,70642.1484,81914.0234375,616184.0
1044,1356,MN,False,"Douglas County, MN",Douglas County,2p2c,9000.0,8724.80352,14948.1684,13968.642,6422.39496,11275.32348,6302.81616,70642.1484,81914.0234375,411703.0
1045,1356,MN,False,"Douglas County, MN",Douglas County,2p2c,9000.0,8724.80352,14948.1684,13968.642,6422.39496,11275.32348,6302.81616,70642.1484,81914.0234375,156859.0
1046,133,AR,False,"Drew County, AR",Drew County,2p3c,10284.0,10798.7454,13784.058,16868.9688,7639.11036,10282.91964,6101.41404,75759.2172,65246.58203125,
1047,133,AR,False,"Drew County, AR",Drew County,1p1c,7848.0,4510.67244,11507.9238,7238.58624,4478.03472,4798.46376,4597.74612,44979.4272,65246.58203125,
1048,623,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",DuPage County,2p3c,22680.486,12446.0112,14773.8828,18386.0772,12727.7148,23937.7428,18363.696,123315.612,117059.1953125,953066.0
1049,623,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",DuPage County,1p1c,17866.5576,5198.74068,10302.9192,7829.14236,8357.46684,12670.392,11296.46856,73521.6852,117059.1953125,953066.0
1050,722,IN,False,"Dubois County, IN",Dubois County,2p3c,11892.0,9956.80884,15347.4432,15664.7508,7916.685,15254.766,7382.99196,83415.4452,76467.734375,
1051,722,IN,False,"Dubois County, IN",Dubois County,1p1c,8784.0,4158.99204,11899.6524,6731.81328,4689.75624,6479.8572,5007.83604,47751.9084,76467.734375,
1052,826,IA,True,"Dubuque, IA MSA",Dubuque County,2p3c,12780.0,10871.95824,14523.7716,16626.81,8570.0376,15586.9932,9618.09372,88577.6664,81791.828125,
1053,826,IA,True,"Dubuque, IA MSA",Dubuque County,1p1c,9672.0,4541.25288,10688.30712,7074.71928,5150.02224,9146.3958,6689.75388,52962.4512,81791.828125,
1054,2813,UT,False,"Duchesne County, UT",Duchesne County,2p3c,13128.0,12555.8304,16142.7948,18577.146,9306.26508,18285.2448,12121.0392,100116.3168,72346.0546875,
1055,2813,UT,False,"Duchesne County, UT",Duchesne County,1p1c,9888.0,5244.61236,13309.3152,7911.4746,5483.14236,7142.66016,7006.78128,55985.988,72346.0546875,
1056,1235,MA,False,"Dukes County, MA",Dukes County,2p3c,29496.0,13983.4584,16892.8452,20011.1592,15754.3212,20120.7192,22001.0628,138259.572,99233.4921875,
1057,1235,MA,False,"Dukes County, MA",Dukes County,1p1c,23712.0,5840.93736,12402.0144,8515.11252,10708.19532,13234.2996,15176.172,89588.73,99233.4921875,
1058,1705,NE,False,"Dundy County, NE",Dundy County,2p3c,10956.0,10615.71612,15338.0724,27351.3132,7816.28388,17955.2208,11581.05468,101613.6564,57483.77734375,
1059,1705,NE,False,"Dundy County, NE",Dundy County,1p1c,8808.0,4434.22008,12264.7188,11743.33452,4798.17852,6534.95796,6185.57808,54768.99,57483.77734375,
1060,1540,MO,False,"Dunklin County, MO",Dunklin County,2p3c,10920.0,9444.3252,14109.438,24000.3276,7378.79808,10217.71368,7940.77368,84011.3784,46550.1328125,
1061,1540,MO,False,"Dunklin County, MO",Dunklin County,1p1c,7944.0,3944.9268,10955.17308,10306.33884,4307.8272,4679.54412,4894.18764,47031.996,46550.1328125,
1062,2030,ND,False,"Dunn County, ND",Dunn County,1p0c,9144.0,3703.91928,12827.9328,4638.69,4655.30784,0.0,5720.1522,40690.002,110512.15625,
1063,3093,WI,False,"Dunn County, WI",Dunn County,2p2c,9240.0,8424.9822,14642.5872,19499.0064,6400.71972,15842.9052,9384.11724,83434.3188,75828.0234375,
1064,1948,NC,False,"Duplin County, NC",Duplin County,2p3c,10428.0,10469.29104,14217.4452,19340.3208,7571.91288,11810.6448,7566.91404,81404.5308,53993.59375,
1065,1948,NC,False,"Duplin County, NC",Duplin County,1p1c,8388.0,4373.05812,11818.85304,8298.36984,4623.8346,6337.29348,5559.55848,49398.9672,53993.59375,
1066,1949,NC,True,"Durham-Chapel Hill, NC HUD Metro FMR Area",Durham County,2p3c,18138.5532,12006.7404,13990.9728,16178.118,10922.82936,17452.1148,12038.922,100728.246,83442.96875,356408.0
1067,1949,NC,True,"Durham-Chapel Hill, NC HUD Metro FMR Area",Durham County,1p1c,13777.038,5015.25552,10515.27612,6917.19948,6809.18916,9798.6438,7979.65212,60812.256,83442.96875,356408.0
1068,1869,NY,True,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",Dutchess County,2p3c,21993.7644,13068.312,15974.3472,18051.5004,12704.3736,35781.1056,23470.6104,141044.016,104990.90625,303441.0
1069,1869,NY,True,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",Dutchess County,1p1c,17272.4052,5458.6776,11764.60992,10249.68012,8236.3674,12385.7676,12107.2968,77474.8068,104990.90625,303441.0
1070,341,FL,True,"Jacksonville, FL HUD Metro FMR Area",Duval County,1p0c,8714.66604,3392.66604,9110.71656,4801.47984,4386.96384,0.0,4526.1054,34932.5976,69769.75,1087811.0
1071,2618,TX,False,"Duval County, TX",Duval County,2p2c,8808.0,8215.10664,13992.5388,16453.0416,6168.1428,8265.99684,4088.21076,65991.0348,53322.05078125,1087811.0
1072,2480,TN,False,"Dyer County, TN",Dyer County,2p3c,11520.0,11347.83396,14733.8892,17204.0664,8285.91792,10106.87628,4360.71096,77559.2928,57273.27734375,
1073,2480,TN,False,"Dyer County, TN",Dyer County,1p1c,8052.0,4740.02784,11531.40888,7382.28516,4635.05604,5492.36832,3444.17976,45277.3272,57273.27734375,
1074,264,CO,False,"Eagle County, CO",Eagle County,2p3c,25668.0,12995.1,16246.6068,14099.802,14009.166,18150.7452,15825.7812,116995.2072,96674.6484375,
1075,264,CO,False,"Eagle County, CO",Eagle County,1p1c,20580.0,5428.0968,12226.788,6039.02748,9423.75876,10095.3054,10958.61696,74751.5916,96674.6484375,
1076,442,GA,False,"Early County, GA",Early County,2p3c,9804.0,11604.07548,14219.6676,18125.5884,7756.98996,8881.56816,6454.92996,76846.8168,43364.91796875,
1077,442,GA,False,"Early County, GA",Early County,1p1c,7776.0,4847.06136,12016.476,7777.45968,4573.83288,5010.546,5222.89056,47224.266,43364.91796875,
1078,1136,LA,True,"Baton Rouge, LA HUD Metro FMR Area",East Baton Rouge Parish,2p3c,15603.0144,12519.2244,14251.9536,20283.0756,10189.79664,11799.08784,9905.66376,94551.8208,76136.0703125,457180.0
1079,1136,LA,True,"Baton Rouge, LA HUD Metro FMR Area",East Baton Rouge Parish,1p1c,12252.6,5229.32184,10274.25288,8677.51908,6334.38936,6501.20436,6783.36696,56052.6564,76136.0703125,457180.0
1080,1137,LA,False,"East Carroll Parish, LA",East Carroll Parish,2p3c,12120.0,11201.41044,13287.9012,22021.1088,8450.2668,8543.83008,7537.83624,83162.3556,32589.404296875,
1081,1137,LA,False,"East Carroll Parish, LA",East Carroll Parish,1p1c,8700.0,4678.8666,11031.76104,9447.96612,4847.69088,4250.55756,5105.3244,48062.1684,32589.404296875,
1082,1138,LA,True,"Baton Rouge, LA HUD Metro FMR Area",East Feliciana Parish,2p3c,10820.09688,12262.9812,15944.0232,21581.5836,8363.90916,9887.85648,8366.76564,87227.2152,62858.18359375,
1083,1138,LA,True,"Baton Rouge, LA HUD Metro FMR Area",East Feliciana Parish,1p1c,8496.71196,5122.28796,12636.054,9234.35448,4934.70048,5448.13032,5880.40248,51752.6424,62858.18359375,
1084,2619,TX,False,"Eastland County, TX",Eastland County,2p3c,10956.0,10396.08036,14982.3672,19172.772,7736.7012,9116.39652,4178.38296,76538.7012,51283.80078125,
